,Ware_house_ID,WH_Manager_ID,Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,wh_est_year,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton
183,WH_100183,EID_50183,Rural,Large,North,Zone 6,5,0,2,5598,Company Owned,27,0,0,1,175,29.0,2005.0,25,1,B,2,28,30056
184,WH_100184,EID_50184,Rural,Small,North,Zone 1,0,0,2,6015,Rented,31,0,0,1,195,30.0,,14,0,A+,4,3,18127
185,WH_100185,EID_50185,Rural,Mid,West,Zone 4,0,0,4,4207,Rented,61,1,0,1,189,30.0,,15,0,B,6,11,18066
186,WH_100186,EID_50186,Rural,Large,North,Zone 6,6,2,3,4752,Company Owned,28,0,0,1,170,40.0,,5,1,B,2,28,6111
187,WH_100187,EID_50187,Urban,Mid,North,Zone 4,0,0,4,4739,Rented,55,0,0,1,198,38.0,,39,0,A,5,26,52109
188,WH_100188,EID_50188,Rural,Mid,West,Zone 4,6,2,4,4862,Company Owned,21,0,0,0,149,29.0,,0,0,,0,11,3142
189,WH_100189,EID_50189,Rural,Large,North,Zone 6,1,1,4,5211,Rented,33,0,0,1,190,33.0,,4,0,C,1,28,6059
190,WH_100190,EID_50190,Rural,Large,North,Zone 6,4,3,2,5558,Rented,47,1,0,0,159,40.0,2016.0,5,1,A,3,28,8059
191,WH_100191,EID_50191,Rural,Mid,South,Zone 3,1,0,2,6927,Company Owned,36,1,0,0,106,28.0,,18,0,C,4,27,23122
192,WH_100192,EID_50192,Rural,Mid,West,Zone 2,3,0,5,4637,Rented,64,0,0,0,170,18.0,2022.0,0,0,,0,1,13142
193,WH_100193,EID_50193,Rural,Small,North,Zone 1,3,1,4,5059,Company Owned,43,1,0,1,206,34.0,1999.0,33,0,B+,6,31,39139
194,WH_100194,EID_50194,Rural,Small,South,Zone 1,0,0,4,4560,Rented,29,0,0,0,225,26.0,,13,0,A+,1,21,17148
195,WH_100195,EID_50195,Rural,Small,South,Zone 1,1,0,2,4847,Company Owned,53,0,0,0,230,20.0,,0,0,,0,21,5058
196,WH_100196,EID_50196,Rural,Mid,South,Zone 4,2,0,2,6499,Company Owned,41,0,0,1,190,35.0,,11,0,A,5,26,14108
197,WH_100197,EID_50197,Rural,Large,North,Zone 6,8,1,3,5606,Company Owned,68,0,0,1,214,25.0,,12,1,A,4,23,16066
198,WH_100198,EID_50198,Rural,Large,West,Zone 6,0,0,5,8052,Company Owned,22,0,0,1,101,21.0,,19,0,A,6,23,25126
199,WH_100199,EID_50199,Urban,Mid,North,Zone 3,6,1,4,4723,Rented,29,0,0,1,161,31.0,2014.0,10,1,B,4,19,12129
200,WH_100200,EID_50200,Rural,Mid,North,Zone 3,5,1,3,5428,Company Owned,30,0,0,1,70,38.0,,7,0,B+,4,27,8144
201,WH_100201,EID_50201,Rural,Mid,West,Zone 3,5,4,4,6060,Rented,66,0,0,1,141,39.0,2000.0,25,0,B,6,19,29116
202,WH_100202,EID_50202,Rural,Large,North,Zone 5,8,0,3,4796,Rented,30,0,0,1,86,33.0,2016.0,12,0,A,1,5,16130
203,WH_100203,EID_50203,Rural,Large,North,Zone 6,6,1,2,4485,Company Owned,23,0,0,1,157,29.0,2020.0,5,0,A,2,29,7113
204,WH_100204,EID_50204,Rural,Large,North,Zone 5,2,0,4,4513,Company Owned,53,0,0,0,170,27.0,,38,0,A+,2,24,51147
205,WH_100205,EID_50205,Rural,Large,North,Zone 6,5,0,3,5483,Company Owned,24,1,0,1,214,28.0,,17,1,C,4,29,22142
206,WH_100206,EID_50206,Rural,Small,South,Zone 6,5,0,2,6765,Company Owned,62,0,0,1,157,32.0,2018.0,11,0,A,2,2,15069
207,WH_100207,EID_50207,Rural,Mid,West,Zone 4,5,0,4,8506,Company Owned,62,0,0,0,152,36.0,1997.0,34,0,B+,4,11,43072
208,WH_100208,EID_50208,Rural,Mid,West,Zone 4,1,0,3,5042,Rented,53,0,0,1,84,24.0,,4,1,B+,3,11,5130
209,WH_100209,EID_50209,Rural,Large,North,Zone 5,0,0,3,5289,Rented,65,0,0,1,234,30.0,,24,0,B+,4,17,28146
210,WH_100210,EID_50210,Rural,Mid,West,Zone 4,1,1,6,3291,Rented,31,0,0,1,146,27.0,,18,0,C,3,11,23089
211,WH_100211,EID_50211,Rural,Large,West,Zone 5,8,0,4,3913,Rented,63,0,0,0,145,18.0,2020.0,4,0,B,3,14,4146
212,WH_100212,EID_50212,Rural,Mid,South,Zone 2,7,0,4,3846,Company Owned,31,0,0,1,96,30.0,2018.0,13,0,B+,3,32,17090
213,WH_100213,EID_50213,Rural,Small,West,Zone 6,5,4,4,4560,Company Owned,56,0,0,1,194,39.0,2022.0,5,1,B,1,9,7071
214,WH_100214,EID_50214,Rural,Large,North,Zone 6,3,1,2,4192,Rented,28,0,0,0,168,28.0,,21,0,C,4,28,27111
215,WH_100215,EID_50215,Rural,Small,West,Zone 6,5,3,4,5222,Rented,30,0,0,1,229,36.0,,4,1,C,3,9,5102
216,WH_100216,EID_50216,Rural,Large,West,Zone 5,7,0,2,4975,Rented,19,0,0,1,101,45.0,2019.0,6,0,A,2,10,7099
217,WH_100217,EID_50217,Rural,Small,West,Zone 1,4,0,3,5550,Rented,69,0,0,1,92,,2012.0,19,0,B,4,30,22128
218,WH_100218,EID_50218,Rural,Large,North,Zone 6,3,2,4,5719,Rented,51,0,0,1,270,40.0,1998.0,23,0,B+,3,28,26098
219,WH_100219,EID_50219,Rural,Large,North,Zone 5,4,0,2,5467,Rented,57,0,0,1,270,32.0,2005.0,24,1,A,4,17,31063
220,WH_100220,EID_50220,Rural,Large,West,Zone 6,7,0,3,5086,Company Owned,32,0,0,1,228,32.0,2005.0,28,0,C,2,6,37072
221,WH_100221,EID_50221,Rural,Large,North,Zone 6,5,0,2,5211,Company Owned,47,0,0,1,174,26.0,2014.0,13,0,B,4,6,16141
222,WH_100222,EID_50222,Rural,Large,North,Zone 5,7,0,4,5794,Rented,40,0,0,1,139,24.0,2021.0,0,0,,0,14,5076
223,WH_100223,EID_50223,Urban,Small,North,Zone 6,1,0,4,5371,Rented,66,0,0,0,259,25.0,,23,1,A+,4,13,32120
224,WH_100224,EID_50224,Urban,Large,North,Zone 6,1,1,4,5806,Company Owned,50,0,0,1,88,41.0,,20,0,B,6,28,24098
225,WH_100225,EID_50225,Urban,Mid,South,Zone 4,3,0,2,3638,Company Owned,46,0,0,1,264,26.0,1999.0,25,1,A+,6,26,35063
226,WH_100226,EID_50226,Urban,Small,South,Zone 6,2,0,2,2884,Company Owned,45,0,0,1,158,24.0,,29,0,C,5,9,39095
227,WH_100227,EID_50227,Rural,Small,West,Zone 6,5,0,4,5713,Company Owned,40,0,0,1,122,22.0,2018.0,6,0,B+,1,9,7073
228,WH_100228,EID_50228,Rural,Mid,West,Zone 4,5,2,3,4516,Company Owned,67,0,0,1,202,29.0,,14,0,B,6,11,17060
229,WH_100229,EID_50229,Rural,Large,West,Zone 5,2,5,7,4709,Company Owned,22,0,0,1,59,27.0,,4,0,C,2,25,5126
230,WH_100230,EID_50230,Rural,Small,North,Zone 6,7,5,4,4353,Rented,65,0,0,0,201,36.0,,17,0,B,5,13,20082
231,WH_100231,EID_50231,Urban,Mid,North,Zone 3,8,0,3,5744,Company Owned,37,0,0,1,62,26.0,2007.0,33,1,A+,6,27,47079
232,WH_100232,EID_50232,Rural,Mid,West,Zone 2,5,0,3,5410,Rented,18,0,0,1,169,23.0,1998.0,24,1,B+,5,12,28112
233,WH_100233,EID_50233,Rural,Mid,West,Zone 4,0,3,5,5158,Company Owned,55,0,0,1,78,30.0,,5,0,A+,4,11,6136
234,WH_100234,EID_50234,Rural,Large,West,Zone 5,8,2,4,4585,Rented,54,0,0,1,136,48.0,2005.0,17,1,A,6,25,22093
235,WH_100235,EID_50235,Rural,Mid,North,Zone 4,4,3,4,5964,Company Owned,68,0,0,1,71,29.0,,22,1,C,5,26,28150
236,WH_100236,EID_50236,Rural,Small,North,Zone 1,8,0,3,4217,Company Owned,26,0,0,1,255,34.0,1997.0,27,0,B+,6,16,34147
237,WH_100237,EID_50237,Rural,Mid,West,Zone 2,4,0,5,4701,Rented,15,0,0,0,210,26.0,2004.0,23,1,A,3,18,32114
238,WH_100238,EID_50238,Rural,Large,North,Zone 5,2,1,3,4011,Rented,32,0,0,1,71,29.0,,15,0,B,3,25,17065
239,WH_100239,EID_50239,Rural,Mid,South,Zone 2,0,1,2,5321,Company Owned,21,0,0,0,131,23.0,,28,0,A+,2,32,37147
240,WH_100240,EID_50240,Rural,Mid,West,Zone 4,4,0,7,4013,Rented,32,1,0,1,86,29.0,2019.0,7,0,B,1,26,8091
241,WH_100241,EID_50241,Rural,Large,West,Zone 6,5,3,3,3983,Rented,33,0,0,0,268,23.0,,15,0,A,4,23,18122
242,WH_100242,EID_50242,Rural,Small,South,Zone 6,5,0,4,5463,Company Owned,30,0,0,1,82,40.0,2002.0,30,0,B+,6,2,37074
243,WH_100243,EID_50243,Rural,Mid,West,Zone 3,7,4,4,4475,Company Owned,19,0,0,1,140,22.0,,14,0,C,4,19,18062
244,WH_100244,EID_50244,Rural,Large,North,Zone 6,6,0,3,5484,Company Owned,33,0,0,1,191,30.0,,4,0,A,3,23,5078
245,WH_100245,EID_50245,Rural,Mid,South,Zone 4,2,0,2,4176,Company Owned,43,0,0,1,190,31.0,,18,0,A+,3,26,22071
246,WH_100246,EID_50246,Rural,Mid,West,Zone 3,8,1,3,4146,Rented,49,0,0,0,84,19.0,,26,0,C,3,19,33082
247,WH_100247,EID_50247,Rural,Large,West,Zone 5,3,0,2,4553,Company Owned,30,0,0,1,186,35.0,2013.0,15,1,B+,4,14,18147
248,WH_100248,EID_50248,Rural,Large,West,Zone 5,8,0,4,4732,Rented,55,0,0,0,75,38.0,2013.0,20,1,A+,5,10,25093
249,WH_100249,EID_50249,Rural,Mid,South,Zone 4,4,0,3,5516,Rented,22,0,0,1,123,29.0,2020.0,8,1,A,3,20,11131
250,WH_100250,EID_50250,Rural,Mid,South,Zone 4,8,0,2,5337,Company Owned,42,0,0,0,193,17.0,2021.0,6,0,B+,1,26,7068
251,WH_100251,EID_50251,Rural,Mid,North,Zone 3,2,0,3,7822,Company Owned,35,0,0,0,76,50.0,,37,1,A+,5,27,49091
252,WH_100252,EID_50252,Rural,Small,North,Zone 6,0,2,3,5577,Rented,69,0,0,1,230,37.0,,28,0,B+,4,13,33100
253,WH_100253,EID_50253,Rural,Mid,West,Zone 2,1,0,4,4166,Rented,41,0,0,1,199,26.0,,9,0,B+,5,18,11068
254,WH_100254,EID_50254,Urban,Mid,North,Zone 2,2,0,4,3409,Company Owned,69,0,0,1,241,24.0,,34,0,B,3,22,43081
255,WH_100255,EID_50255,Rural,Mid,North,Zone 3,2,1,3,4718,Rented,57,0,0,0,208,22.0,,24,0,B+,5,19,29073
256,WH_100256,EID_50256,Rural,Small,West,Zone 6,5,0,3,4686,Company Owned,36,0,0,1,60,32.0,2014.0,14,0,B+,3,8,17095
257,WH_100257,EID_50257,Rural,Mid,West,Zone 4,1,0,4,5924,Rented,54,0,0,1,85,31.0,,34,0,A,4,26,46121
258,WH_100258,EID_50258,Rural,Large,South,Zone 5,0,0,2,4463,Company Owned,34,0,0,1,260,30.0,,7,0,C,1,25,9096
259,WH_100259,EID_50259,Urban,Large,West,Zone 6,5,2,3,3305,Rented,30,0,0,1,222,26.0,2015.0,12,0,B+,4,6,13085
260,WH_100260,EID_50260,Rural,Large,West,Zone 5,6,2,2,5499,Company Owned,24,0,0,0,61,28.0,,14,0,B,3,10,16066
261,WH_100261,EID_50261,Rural,Large,West,Zone 5,7,1,5,5016,Company Owned,52,0,0,1,100,36.0,,14,0,A,4,14,18079
262,WH_100262,EID_50262,Rural,Small,South,Zone 6,0,2,3,4673,Company Owned,26,0,0,0,257,36.0,,24,0,B,3,2,27104
263,WH_100263,EID_50263,Rural,Mid,West,Zone 4,7,0,2,4952,Company Owned,69,0,0,1,90,42.0,2016.0,13,0,A,4,11,18122
264,WH_100264,EID_50264,Rural,Large,North,Zone 6,1,0,2,3467,Company Owned,27,0,0,1,194,28.0,,0,0,,0,28,4115
265,WH_100265,EID_50265,Rural,Mid,West,Zone 3,5,0,3,7850,Company Owned,18,0,0,0,119,21.0,2013.0,18,0,B,6,27,20076
266,WH_100266,EID_50266,Rural,Large,North,Zone 6,4,0,4,4943,Rented,30,0,0,1,183,62.0,2021.0,0,0,,0,23,6123
267,WH_100267,EID_50267,Rural,Small,North,Zone 6,6,4,4,7505,Company Owned,42,0,0,1,234,40.0,,22,0,A,4,9,27105
268,WH_100268,EID_50268,Rural,Small,North,Zone 6,5,0,6,4435,Company Owned,69,0,0,1,224,29.0,1999.0,23,0,B+,3,13,27121
269,WH_100269,EID_50269,Rural,Mid,West,Zone 4,2,4,4,6478,Rented,64,0,0,0,98,15.0,,22,0,C,3,26,27109
270,WH_100270,EID_50270,Rural,Small,North,Zone 6,4,4,4,5204,Rented,68,0,1,1,222,31.0,2008.0,24,1,A+,4,15,32059
271,WH_100271,EID_50271,Rural,Small,West,Zone 6,1,0,4,3856,Rented,61,0,0,0,78,29.0,,5,0,B+,1,9,6151
272,WH_100272,EID_50272,Rural,Mid,West,Zone 4,2,0,2,4545,Rented,50,0,0,0,238,15.0,,13,0,B+,4,26,16089
273,WH_100273,EID_50273,Rural,Mid,South,Zone 3,0,5,2,3982,Company Owned,33,0,0,1,217,30.0,,15,0,A+,2,19,19079
274,WH_100274,EID_50274,Rural,Large,North,Zone 6,6,4,2,7501,Rented,30,0,0,1,177,28.0,,4,0,C,3,4,6087
275,WH_100275,EID_50275,Urban,Mid,North,Zone 4,3,2,2,5449,Company Owned,54,0,0,1,90,29.0,,18,1,A+,3,26,24097
276,WH_100276,EID_50276,Rural,Mid,West,Zone 4,6,0,3,4250,Rented,60,0,0,0,267,15.0,2016.0,11,1,B,3,11,15142
277,WH_100277,EID_50277,Rural,Large,North,Zone 6,7,0,4,4947,Company Owned,69,0,0,0,70,24.0,2006.0,26,0,A,2,29,35118
278,WH_100278,EID_50278,Rural,Mid,South,Zone 3,7,0,2,3970,Company Owned,22,1,0,1,156,40.0,,7,1,B,3,27,8126
279,WH_100279,EID_50279,Rural,Mid,West,Zone 4,0,0,4,3900,Company Owned,31,0,0,1,127,33.0,,24,0,B+,2,26,30073
280,WH_100280,EID_50280,Urban,Small,South,Zone 6,4,0,2,4968,Rented,67,0,0,0,107,21.0,,5,1,A+,4,2,7083
281,WH_100281,EID_50281,Rural,Mid,North,Zone 2,1,0,3,5308,Company Owned,56,1,0,1,99,46.0,,0,0,,0,18,4144
282,WH_100282,EID_50282,Rural,Large,West,Zone 6,2,1,2,5045,Company Owned,59,0,0,0,148,49.0,,15,0,B,5,23,18070
283,WH_100283,EID_50283,Rural,Mid,West,Zone 3,8,0,4,9581,Company Owned,23,0,0,1,218,28.0,,4,0,A,1,19,5059
284,WH_100284,EID_50284,Rural,Mid,West,Zone 4,1,0,4,3619,Company Owned,68,0,0,1,90,33.0,,14,0,B+,4,11,16108
285,WH_100285,EID_50285,Rural,Small,South,Zone 6,4,0,2,4435,Company Owned,24,0,0,0,61,,2010.0,18,0,B,4,9,23087
286,WH_100286,EID_50286,Rural,Large,West,Zone 6,2,0,3,3829,Rented,57,0,0,0,95,19.0,,19,0,A+,2,6,25078
287,WH_100287,EID_50287,Rural,Small,North,Zone 6,8,0,4,4166,Company Owned,58,0,0,1,57,28.0,2011.0,24,1,C,3,9,34126
288,WH_100288,EID_50288,Rural,Mid,West,Zone 2,5,0,3,7355,Company Owned,47,0,0,1,60,28.0,2005.0,25,0,B+,4,1,32123
289,WH_100289,EID_50289,Urban,Mid,North,Zone 2,3,0,2,4720,Company Owned,66,1,0,1,149,,2004.0,38,0,A,6,12,51140
290,WH_100290,EID_50290,Rural,Mid,North,Zone 4,2,0,4,4224,Rented,29,0,0,1,269,25.0,,25,0,B+,6,26,30091
291,WH_100291,EID_50291,Rural,Large,West,Zone 6,6,0,3,4690,Rented,63,0,0,1,106,29.0,2004.0,22,0,C,4,6,27108
292,WH_100292,EID_50292,Rural,Mid,North,Zone 4,8,3,2,3696,Company Owned,70,0,0,1,89,44.0,,19,0,B,6,26,22081
293,WH_100293,EID_50293,Rural,Mid,North,Zone 3,1,0,1,3545,Company Owned,17,0,0,1,223,28.0,,8,0,C,2,27,10083
294,WH_100294,EID_50294,Rural,Mid,West,Zone 3,0,0,4,4947,Company Owned,21,0,0,1,107,26.0,,19,0,A+,3,27,23070
295,WH_100295,EID_50295,Urban,Large,North,Zone 6,4,0,2,4042,Rented,51,0,0,0,193,18.0,1998.0,28,0,A,5,23,38114
296,WH_100296,EID_50296,Rural,Small,West,Zone 6,5,0,10,5025,Company Owned,24,0,0,1,160,21.0,2006.0,38,0,B,5,9,47145
297,WH_100297,EID_50297,Rural,Mid,South,Zone 2,1,1,2,5527,Rented,36,0,0,1,248,29.0,,18,0,B+,5,32,22118
298,WH_100298,EID_50298,Rural,Mid,North,Zone 2,0,0,2,4208,Company Owned,44,0,0,1,94,49.0,,7,0,B,1,1,8128
299,WH_100299,EID_50299,Rural,Mid,South,Zone 4,5,0,2,4119,Company Owned,43,0,0,1,254,45.0,2017.0,6,0,B+,2,26,7095
300,WH_100300,EID_50300,Rural,Large,South,Zone 6,4,1,2,4707,Company Owned,33,0,0,1,138,27.0,1999.0,25,0,A,3,29,32059
301,WH_100301,EID_50301,Rural,Mid,North,Zone 4,4,0,4,8304,Company Owned,17,0,0,0,103,28.0,2020.0,8,1,B+,1,26,10134
302,WH_100302,EID_50302,Rural,Large,West,Zone 6,5,1,4,5788,Company Owned,24,0,0,1,147,46.0,,13,0,B+,2,23,15104
303,WH_100303,EID_50303,Rural,Large,North,Zone 6,3,0,4,4418,Rented,18,0,0,0,195,19.0,,23,1,C,2,6,30135
304,WH_100304,EID_50304,Rural,Small,North,Zone 1,4,0,4,4523,Rented,25,0,0,0,156,20.0,2010.0,21,1,C,3,31,28086
305,WH_100305,EID_50305,Rural,Mid,South,Zone 4,4,0,2,4062,Company Owned,42,0,0,1,148,32.0,2018.0,5,1,A,2,20,7138
306,WH_100306,EID_50306,Rural,Small,North,Zone 6,5,3,4,4107,Rented,17,0,0,1,253,27.0,,17,1,C,4,13,22087
307,WH_100307,EID_50307,Rural,Small,North,Zone 1,3,0,2,5451,Company Owned,70,0,0,0,97,25.0,2007.0,23,0,C,5,31,30120
308,WH_100308,EID_50308,Rural,Mid,North,Zone 2,3,0,2,4502,Rented,54,0,0,0,236,30.0,2020.0,5,1,C,2,1,7067
309,WH_100309,EID_50309,Urban,Large,North,Zone 5,1,0,3,4744,Rented,20,0,0,1,115,39.0,,16,0,C,6,17,21131
310,WH_100310,EID_50310,Rural,Mid,North,Zone 4,7,0,2,4622,Rented,55,0,0,0,241,24.0,2010.0,15,1,B+,4,26,19066
311,WH_100311,EID_50311,Rural,Mid,South,Zone 4,4,0,2,4344,Company Owned,28,1,1,1,94,28.0,2011.0,19,1,A+,2,26,27091
312,WH_100312,EID_50312,Rural,Mid,West,Zone 4,8,5,4,4853,Company Owned,30,0,0,0,235,34.0,,16,0,A,2,26,20123
313,WH_100313,EID_50313,Rural,Mid,East,Zone 3,0,0,4,5299,Company Owned,17,0,0,1,270,27.0,,8,0,B+,3,27,9131
314,WH_100314,EID_50314,Rural,Mid,North,Zone 4,1,5,4,5086,Company Owned,35,0,0,1,126,22.0,,6,0,A,3,26,7132
315,WH_100315,EID_50315,Rural,Large,North,Zone 6,7,0,2,5396,Company Owned,46,0,0,0,118,32.0,2003.0,27,0,A,3,28,34120
316,WH_100316,EID_50316,Rural,Mid,North,Zone 3,7,0,3,5072,Company Owned,46,0,0,1,222,35.0,2014.0,16,1,A+,2,27,23095
317,WH_100317,EID_50317,Rural,Large,North,Zone 6,0,0,2,5265,Rented,43,0,0,0,205,34.0,,20,0,A,2,28,26065
318,WH_100318,EID_50318,Rural,Mid,North,Zone 3,0,0,5,4619,Rented,64,1,1,1,271,,,19,0,B+,1,27,22124
319,WH_100319,EID_50319,Rural,Small,West,Zone 6,2,2,3,5399,Company Owned,62,0,0,1,164,44.0,,23,1,A+,6,15,30102
320,WH_100320,EID_50320,Rural,Large,West,Zone 6,7,2,2,4773,Company Owned,44,0,0,1,230,43.0,,16,1,B+,2,6,19061
321,WH_100321,EID_50321,Rural,Small,South,Zone 1,7,1,2,5529,Rented,70,0,0,0,164,21.0,,13,0,B,3,21,15108
322,WH_100322,EID_50322,Rural,Small,West,Zone 1,2,2,3,4618,Company Owned,29,0,0,1,60,29.0,,4,0,B+,1,21,5086
323,WH_100323,EID_50323,Rural,Large,North,Zone 6,0,0,2,4977,Rented,57,0,0,1,66,38.0,,18,0,A+,2,23,22110
324,WH_100324,EID_50324,Urban,Large,North,Zone 6,8,2,2,6038,Rented,56,0,0,0,143,23.0,,14,0,C,5,23,18083
325,WH_100325,EID_50325,Rural,Large,North,Zone 5,4,3,2,5198,Rented,40,0,0,0,264,26.0,2000.0,25,0,B,4,24,29057
326,WH_100326,EID_50326,Rural,Mid,West,Zone 2,4,1,3,4380,Rented,67,0,0,1,255,25.0,2020.0,7,1,C,2,12,10135
327,WH_100327,EID_50327,Rural,Small,North,Zone 6,4,4,4,7054,Company Owned,57,0,0,1,77,40.0,,7,0,B,2,9,9103
328,WH_100328,EID_50328,Rural,Mid,South,Zone 4,7,2,4,4734,Rented,61,0,0,0,222,27.0,,10,0,C,6,11,13091
329,WH_100329,EID_50329,Rural,Mid,West,Zone 4,8,0,4,5537,Rented,52,0,0,1,177,27.0,2019.0,4,0,B+,3,11,4090
330,WH_100330,EID_50330,Rural,Large,North,Zone 6,6,2,2,5014,Company Owned,59,1,1,1,65,46.0,2002.0,23,0,C,4,23,31134
331,WH_100331,EID_50331,Rural,Large,North,Zone 5,6,2,4,4309,Company Owned,17,1,0,1,80,32.0,2003.0,25,1,A+,3,17,33137
332,WH_100332,EID_50332,Rural,Small,North,Zone 1,8,1,4,5397,Company Owned,16,0,0,1,248,36.0,2015.0,8,0,B+,1,30,9125
333,WH_100333,EID_50333,Rural,Large,South,Zone 5,2,3,2,6899,Rented,33,0,0,0,154,18.0,,13,0,B+,2,14,15130
334,WH_100334,EID_50334,Rural,Mid,South,Zone 2,5,1,2,6167,Company Owned,50,0,0,1,247,25.0,,4,0,C,2,32,5095
335,WH_100335,EID_50335,Rural,Small,North,Zone 1,4,4,3,5497,Rented,29,0,0,1,180,23.0,2006.0,22,0,B+,4,21,26140
336,WH_100336,EID_50336,Rural,Mid,North,Zone 3,4,0,2,5184,Company Owned,68,0,0,1,211,20.0,2005.0,33,1,A,4,19,43087
337,WH_100337,EID_50337,Rural,Mid,West,Zone 4,0,5,3,4774,Company Owned,67,0,0,0,197,21.0,,5,0,A,3,11,7104
338,WH_100338,EID_50338,Rural,Mid,South,Zone 2,3,0,3,4874,Rented,41,0,0,1,154,27.0,2018.0,10,0,C,1,32,13057
339,WH_100339,EID_50339,Rural,Small,West,Zone 1,5,2,4,6118,Company Owned,58,0,0,0,151,23.0,,6,1,C,3,31,9117
340,WH_100340,EID_50340,Rural,Large,West,Zone 6,6,0,3,4874,Company Owned,18,0,0,1,159,35.0,2013.0,20,1,C,5,23,28115
341,WH_100341,EID_50341,Rural,Mid,South,Zone 3,8,0,3,6460,Rented,56,0,0,0,251,29.0,2018.0,6,0,B+,1,27,7059
342,WH_100342,EID_50342,Rural,Mid,South,Zone 3,5,0,4,3783,Rented,64,0,0,0,179,28.0,2015.0,10,1,B,1,19,11080
343,WH_100343,EID_50343,Rural,Mid,South,Zone 2,3,0,2,4038,Company Owned,30,0,0,1,189,24.0,2016.0,5,0,B+,3,32,5062
344,WH_100344,EID_50344,Rural,Small,South,Zone 6,4,0,4,4918,Rented,64,0,0,1,106,23.0,1997.0,25,1,A,2,2,32133
345,WH_100345,EID_50345,Rural,Mid,West,Zone 4,0,3,2,5763,Rented,56,0,0,1,108,29.0,,10,0,B,4,26,12068
346,WH_100346,EID_50346,Rural,Mid,North,Zone 3,7,0,1,4786,Rented,43,0,0,1,162,26.0,2007.0,22,0,C,3,27,29131
347,WH_100347,EID_50347,Rural,Small,North,Zone 1,0,3,5,4359,Rented,47,0,0,0,127,30.0,,12,0,B,2,21,13129
348,WH_100348,EID_50348,Rural,Mid,North,Zone 3,3,0,3,5618,Rented,61,0,0,0,174,28.0,2013.0,15,1,A+,3,19,21081
349,WH_100349,EID_50349,Rural,Mid,West,Zone 4,0,0,5,4040,Company Owned,55,1,0,1,133,33.0,,17,0,B+,3,26,21060
350,WH_100350,EID_50350,Rural,Mid,North,Zone 3,5,0,4,4854,Company Owned,65,0,0,1,115,21.0,2023.0,0,0,,0,19,6146
351,WH_100351,EID_50351,Rural,Small,North,Zone 1,4,2,3,5407,Company Owned,55,0,0,1,81,30.0,,6,0,B+,3,3,7099
352,WH_100352,EID_50352,Urban,Mid,West,Zone 2,3,0,8,4727,Rented,19,0,0,1,73,30.0,1998.0,25,0,C,4,12,32137
353,WH_100353,EID_50353,Rural,Small,South,Zone 6,7,0,2,3839,Rented,32,0,0,0,156,44.0,,4,0,B+,6,2,5140
354,WH_100354,EID_50354,Rural,Small,South,Zone 1,8,3,2,3850,Company Owned,33,0,0,1,191,28.0,2019.0,4,1,C,1,21,5070
355,WH_100355,EID_50355,Rural,Large,North,Zone 6,5,0,3,5013,Company Owned,17,0,0,1,112,30.0,1999.0,30,1,B+,3,28,39079
356,WH_100356,EID_50356,Rural,Mid,South,Zone 2,2,0,2,4949,Company Owned,46,0,0,1,175,28.0,,8,0,B+,5,32,10103
357,WH_100357,EID_50357,Rural,Mid,South,Zone 3,6,4,2,4080,Rented,46,0,1,1,158,29.0,2005.0,24,1,A+,6,19,31074
358,WH_100358,EID_50358,Rural,Small,North,Zone 1,4,3,2,5208,Rented,67,0,0,0,79,16.0,,9,0,A,3,31,11102
359,WH_100359,EID_50359,Rural,Large,North,Zone 6,8,5,3,3890,Company Owned,48,0,0,1,172,37.0,,7,1,A+,2,28,10139
360,WH_100360,EID_50360,Rural,Large,North,Zone 5,5,4,2,5599,Company Owned,65,0,0,1,220,22.0,,17,1,A+,6,17,22072
361,WH_100361,EID_50361,Rural,Mid,West,Zone 3,2,1,3,4534,Rented,40,0,0,0,117,19.0,,19,1,B,2,19,23134
362,WH_100362,EID_50362,Rural,Large,North,Zone 6,0,0,4,4438,Company Owned,29,0,0,0,97,34.0,,12,0,A,2,28,15125
363,WH_100363,EID_50363,Rural,Large,South,Zone 5,7,1,3,4570,Company Owned,45,1,1,0,175,30.0,,18,1,A+,5,25,24151
364,WH_100364,EID_50364,Rural,Large,West,Zone 5,1,0,2,5275,Rented,48,0,0,0,124,31.0,,36,0,B,3,25,44059
365,WH_100365,EID_50365,Rural,Large,North,Zone 5,3,2,3,5403,Company Owned,20,0,0,1,163,29.0,,4,1,A+,4,17,5102
366,WH_100366,EID_50366,Rural,Mid,South,Zone 2,4,2,2,5852,Company Owned,47,0,0,1,97,25.0,2003.0,25,1,A+,2,32,33095
367,WH_100367,EID_50367,Rural,Mid,East,Zone 4,8,0,6,3614,Rented,18,0,0,0,265,24.0,2006.0,34,1,C,3,26,45068
368,WH_100368,EID_50368,Urban,Mid,South,Zone 2,3,0,2,4798,Company Owned,41,0,0,0,63,22.0,1997.0,32,1,A+,5,1,42138
369,WH_100369,EID_50369,Rural,Large,South,Zone 5,5,0,2,4184,Company Owned,15,0,0,1,245,25.0,2005.0,35,0,B+,6,25,43120
